model,Body,transmission,owners,VIN,model_year,Mileage,Fuel,Kilometer,price,City,Car_Age,model_encoded,Body_encoded,transmission_encoded,Fuel_encoded,price_encoded,City_encoded
0.290322581,0.222222222,0,1,0.718651402,2021,0.371523915,1,0.600036155,935000,0.4,0.052631579,9,2,0,4,1340,2
0.322580645,0.777777778,1,2,0.129811593,2020,0.46681498,0.25,0.703281225,1290000,0.4,0.078947368,10,7,1,1,189,2
0.870967742,0.888888889,0,1,0.281348598,2016,0.267704857,1,0.687572391,765000,0.4,0.184210526,27,8,0,4,1171,2
0.225806452,0.777777778,1,1,0.548814568,2018,0.590285502,0.25,0.729406509,765000,0.4,0.131578947,7,7,1,1,1171,2
0.612903226,0.222222222,1,1,0.357432615,2016,0.530960326,1,0.736344706,524000,0.4,0.184210526,19,2,1,4,865,2
0.612903226,0.222222222,1,2,0.375822591,2017,0.493882091,1,0.67597468,380000,0.4,0.157894737,19,2,1,4,623,2
0.612903226,0.222222222,0,2,0.533219147,2018,0.530960326,1,0.711495981,621000,0.4,0.131578947,19,2,0,4,1002,2
0.580645161,0.777777778,1,2,0.326602362,2016,0.308490916,0.25,0.700894629,990000,0.4,0.184210526,18,7,1,1,1376,2
0.290322581,0.222222222,1,2,0.106643829,2013,0.456803856,1,0.698416221,230000,0.4,0.263157895,9,2,1,4,389,2
0.322580645,0.222222222,1,1,0.13314703,2015,0.427141268,1,0.712817786,549000,0.4,0.210526316,10,2,1,4,890,2
0.290322581,0.888888889,1,1,0.479762012,2017,0.39747868,1,0.690351888,475000,0.4,0.157894737,9,8,1,4,772,2
0.322580645,0.888888889,1,1,0.660055891,2021,0.497589915,1,0.643951089,775000,0.4,0.052631579,10,8,1,4,1180,2
0.322580645,0.888888889,1,1,0.165599928,2016,0.368186874,1,0.658342187,649000,0.4,0.184210526,10,8,1,4,1030,2
0.612903226,0.222222222,1,2,0.354277472,2017,0.866889136,0,0.702274133,290000,0.4,0.157894737,19,2,1,0,446,2
0.612903226,0.222222222,1,1,0.683133508,2020,0.9432703,0,0.705260743,551000,0.4,0.078947368,19,2,1,0,892,2
0.612903226,0.222222222,1,2,0.607139638,2015,0.545420838,1,0.695838652,295000,0.4,0.210526316,19,2,1,4,450,2
0.612903226,0.888888889,1,1,0.379789056,2016,0.510567297,1,0.71203103,485000,0.4,0.184210526,19,8,1,4,782,2
0.903225806,0.222222222,1,1,0.226178671,2011,0.664441973,0.25,0.724960441,195000,0.4,0.315789474,28,2,1,1,63,2
0.935483871,0.444444444,0,1,0.216442802,2019,0.158694846,0.25,0.702098977,1775000,0.4,0.105263158,29,4,0,1,319,2
0.290322581,0.888888889,1,1,0.654106193,2018,0.382647386,1,0.703281225,825000,0.4,0.131578947,9,8,1,4,1245,2
0.870967742,0.888888889,0,2,0.551338682,2018,0.297367445,1,0.697140325,1650000,0.4,0.131578947,27,8,0,4,292,2
0.64516129,0.777777778,0,1,0.710177589,2022,0.449017427,1,0.62372713,138000,0.4,0.026315789,20,7,0,4,24,2
0.322580645,0.888888889,1,2,0.5375462,2019,0.367816092,1,0.61781884,1016000,0.4,0.105263158,10,8,1,4,81,2
0.935483871,0.777777778,0,2,0.202560173,2015,0.202817946,0.25,0.739170268,1195000,0.4,0.210526316,29,7,0,1,159,2
0.612903226,0.777777778,1,2,0.387181105,2018,0.638487208,0.25,0.6830684,736000,0.4,0.131578947,19,7,1,1,1144,2
0.322580645,0.777777778,0,1,0.129721446,2016,0.368186874,0.25,0.727423076,766000,0.4,0.184210526,10,7,0,1,1172,2
0.322580645,0.777777778,1,1,0.736861084,2016,0.219503152,1,0.6923883,859000,0.4,0.184210526,10,7,1,4,1274,2
0.612903226,0.888888889,1,1,0.515550347,2017,0.506117909,1,0.71412688,704000,0.4,0.157894737,19,8,1,4,1113,2
0.64516129,0.777777778,0,2,0.419634003,2014,0.172784575,0.25,0.76792516,1751000,0.4,0.236842105,20,7,0,1,314,2
0.290322581,0.888888889,0,1,0.11457676,2016,0.404894327,1,0.712032052,765000,0.4,0.184210526,9,8,0,4,1171,2
0.032258065,0.888888889,0,2,0.001712792,2014,0.371894698,0.25,0.716951812,950000,0.4,0.236842105,1,8,0,1,1349,2
0.838709677,0.444444444,1,1,0.668529703,2022,0.479050797,1,0.619569058,675000,0.4,0.026315789,26,4,1,4,1056,2
0.903225806,0.777777778,1,1,0.886234562,2020,0.343715239,0.25,0.716951812,1400000,0.4,0.078947368,28,7,1,1,221,2
0.322580645,0.777777778,1,1,0.94816551,2021,0.449017427,1,0.649850681,1095000,0.4,0.052631579,10,7,1,4,124,2
0.290322581,0.888888889,1,1,0.654106193,2018,0.382647386,1,0.703281225,850000,0.4,0.131578947,9,8,1,4,1268,2
0.580645161,0.777777778,1,1,0.717209051,2020,0.301075269,0.25,0.605246232,1485000,0.4,0.078947368,18,7,1,1,244,2
0.612903226,0.222222222,1,1,0.610475074,2020,0.516499815,1,0.709597617,621000,0.4,0.078947368,19,2,1,4,1002,2
0.322580645,0.777777778,1,2,0.692689083,2021,0.449017427,1,0.593446312,1120000,0.4,0.052631579,10,7,1,4,136,2
0.612903226,0.444444444,1,2,0.36464437,2012,0.507601038,0.25,0.729714258,727000,0.4,0.289473684,19,4,1,1,1135,2
0.290322581,0.888888889,1,1,0.114847201,2015,0.382647386,1,0.706103813,622000,0.4,0.210526316,9,8,1,4,1003,2
0.225806452,0.777777778,1,1,0.079599748,2016,0.325176122,1,0.70749365,625000,0.4,0.184210526,7,7,1,4,1006,2
0.322580645,0.222222222,1,1,0.910033354,2021,0.516129032,1,0.65743937,725000,0.4,0.052631579,10,2,1,4,1133,2
0.612903226,0.222222222,1,1,0.35671144,2017,0.530960326,1,0.698437694,532000,0.4,0.157894737,19,2,1,4,873,2
0.612903226,0.222222222,1,1,0.781483819,2022,0.56618465,1,0.627633054,710000,0.4,0.026315789,19,2,1,4,1119,2
0.935483871,0.777777778,0,1,0.202560173,2014,0.202817946,0.25,0.73849559,1390000,0.4,0.236842105,29,7,0,1,218,2
0.612903226,0.888888889,0,1,0.360948346,2016,0.44642195,1,0.695838652,690000,0.4,0.184210526,19,8,0,4,1071,2
0.612903226,0.888888889,1,1,0.379067881,2013,0.510567297,1,0.718819507,350000,0.4,0.263157895,19,8,1,4,594,2
0.451612903,0.777777778,1,1,0.721626251,2020,0.412309974,1,0.662265232,1145000,0.4,0.078947368,14,7,1,4,143,2
0.903225806,0.888888889,1,1,0.514198143,2018,0.490174268,1,0.705713558,518000,0.4,0.131578947,28,8,1,4,859,2
0.322580645,0.222222222,1,1,0.135040115,2016,0.519836856,1,0.704442171,261000,0.4,0.184210526,10,2,1,4,417,2
0.290322581,0.777777778,1,1,0.690525557,2021,0.349276974,1,0.589068121,866000,0.4,0.052631579,9,7,1,4,1280,2
0.322580645,0.777777778,0,2,0.130442621,2017,0.219503152,1,0.735259913,944000,0.4,0.157894737,10,7,0,4,1346,2
0.225806452,0.888888889,1,1,0.596502299,2019,0.456803856,1,0.713714723,518000,0.4,0.105263158,7,8,1,4,859,2
0.290322581,0.888888889,1,1,0.114937348,2014,0.382647386,1,0.733059044,574000,0.4,0.236842105,9,8,1,4,915,2
0.290322581,0.222222222,1,1,0.120256017,2015,0.430849092,1,0.681131847,449000,0.4,0.210526316,9,2,1,4,747,2
0.290322581,0.777777778,1,2,0.510502118,2017,0.386355209,1,0.659051253,719000,0.4,0.157894737,9,7,1,4,1127,2
0.225806452,0.222222222,1,1,0.617145948,2019,0.493882091,1,0.720245034,507000,0.4,0.105263158,7,2,1,4,848,2
0.290322581,0.888888889,0,2,0.115388083,2015,0.404894327,1,0.72365449,665000,0.4,0.210526316,9,8,0,4,1046,2
0.548387097,0.777777778,0,1,0.779049851,2022,0.286985539,1,0.593446312,1500000,0.4,0.026315789,17,7,0,4,251,2
0.322580645,0.777777778,0,1,0.57937438,2018,0.286243975,1,0.731352683,1052000,0.4,0.131578947,10,7,0,4,104,2
0.225806452,0.777777778,1,1,0.662850446,2020,0.542083797,0.25,0.678651221,930000,0.4,0.078947368,7,7,1,1,1338,2
0.612903226,0.777777778,1,1,0.387000811,2019,0.638487208,0.25,0.727423076,850000,0.4,0.105263158,19,7,1,1,1268,2
0.580645161,0.777777778,0,1,0.572883801,2018,0.297367445,0.25,0.682763081,1300000,0.4,0.131578947,18,7,0,1,196,2
0.935483871,0.222222222,1,1,0.621743442,2020,0.516499815,1,0.593446312,625000,0.4,0.078947368,29,2,1,4,1006,2
0.032258065,0.777777778,0,1,0.00766249,2015,0.299962922,0.25,0.720644428,1499000,0.4,0.210526316,1,7,0,1,250,2
0.612903226,0.444444444,1,1,0.603263319,2016,0.454579162,1,0.731329189,735000,0.4,0.184210526,19,4,1,4,1143,2
0.225806452,0.777777778,1,2,0.548273686,2018,0.367816092,1,0.676342313,726000,0.4,0.131578947,7,7,1,4,1134,2
0.935483871,0.444444444,1,1,0.658883981,2017,0.244716352,0.25,0.694524903,1650000,0.4,0.157894737,29,4,1,1,292,2
0.612903226,0.222222222,1,2,0.357342468,2019,0.530960326,1,0.73276764,688000,0.4,0.105263158,19,2,1,4,1069,2
0.290322581,0.888888889,1,2,0.105652213,2014,0.404894327,0,0.718496544,365000,0.4,0.236842105,9,8,1,0,608,2
0.967741935,0.888888889,1,1,0.575137474,2018,0.458286986,1,0.684434129,627000,0.4,0.131578947,30,8,1,4,1008,2
0.935483871,0.444444444,0,1,0.216442802,2019,0.158694846,0.25,0.699680969,1799000,0.4,0.105263158,29,4,0,1,327,2
0.322580645,0.222222222,1,1,0.140989813,2013,0.472005933,1,0.700209001,335000,0.4,0.263157895,10,2,1,4,579,2
0.612903226,0.888888889,0,2,0.360948346,2014,0.44642195,1,0.729286127,528000,0.4,0.236842105,19,8,0,4,869,2
0.612903226,0.888888889,1,1,0.361759668,2014,0.506117909,1,0.740003139,511000,0.4,0.236842105,19,8,1,4,852,2
0.612903226,0.777777778,1,1,0.387181105,2018,0.638487208,0.25,0.700121706,849000,0.4,0.131578947,19,7,1,1,1267,2
0.290322581,0.888888889,1,1,0.670152348,2020,0.427141268,1,0.727423076,500000,0.4,0.078947368,9,8,1,4,841,2
0.290322581,0.777777778,1,2,0.510592265,2017,0.68298109,0.25,0.73145187,525000,0.4,0.157894737,9,7,1,1,866,2
0.612903226,0.444444444,0,1,0.363652754,2017,0.368928439,1,0.730461511,775000,0.4,0.157894737,19,4,0,4,1180,2
0.064516129,0.777777778,0,1,0.633462544,2019,0.128290693,1,0.590141726,110000,0.4,0.105263158,2,7,0,4,5,2
0.290322581,0.222222222,1,1,0.120436311,2016,0.430849092,1,0.711544431,486000,0.4,0.184210526,9,2,1,4,783,2
0.612903226,0.222222222,1,1,0.569638511,2018,0.553207267,1,0.682763081,450000,0.4,0.131578947,19,2,1,4,748,2
0.838709677,0.777777778,1,1,0.632470928,2019,0.474230627,0.25,0.674766089,989000,0.4,0.105263158,26,7,1,1,1375,2
0.322580645,0.222222222,1,1,0.600649058,2019,0.490174268,1,0.619107827,526000,0.4,0.105263158,10,2,1,4,867,2
0.612903226,0.222222222,1,2,0.391598305,2011,0.438264739,1,0.74794144,170000,0.4,0.315789474,19,2,1,4,44,2
0.64516129,0.888888889,0,1,0.566032633,2021,0.238042269,0.25,0.578259983,155000,0.4,0.052631579,20,8,0,1,32,2
0.322580645,0.222222222,1,1,0.136933201,2016,0.438264739,1,0.7035326,434000,0.4,0.184210526,10,2,1,4,733,2
0.290322581,0.888888889,1,1,0.114396466,2014,0.382647386,1,0.741800481,300000,0.4,0.236842105,9,8,1,4,544,2
0.322580645,0.888888889,1,1,0.696835842,2021,0.664441973,0.25,0.697050059,1103000,0.4,0.052631579,10,8,1,1,128,2
0.612903226,0.777777778,1,1,0.386910664,2017,0.638487208,0.25,0.702098977,645000,0.4,0.157894737,19,7,1,1,1026,2
0.612903226,0.444444444,1,1,0.690886144,2021,0.449017427,0,0.682763081,1100000,0.4,0.052631579,19,4,1,0,127,2
0.64516129,0.777777778,0,3,0.419904444,2014,0.303299963,0.25,0.729795041,1570000,0.4,0.236842105,20,7,0,1,270,2
0.322580645,0.222222222,1,2,0.141801136,2011,0.492398962,1,0.708887437,130000,0.4,0.315789474,10,2,1,4,20,2
0.612903226,0.888888889,1,1,0.738934463,2018,0.721913237,0,0.741800481,300000,0.4,0.131578947,19,8,1,0,544,2
0.290322581,0.888888889,1,1,0.104840891,2015,0.404894327,1,0.716565015,422000,0.4,0.210526316,9,8,1,4,721,2
0.322580645,0.777777778,0,1,0.6936807,2020,0.423433445,0.25,0.697140325,1500000,0.4,0.078947368,10,7,0,1,251,2
0.612903226,0.222222222,1,1,0.35671144,2016,0.530960326,1,0.734206581,495000,0.4,0.184210526,19,2,1,4,792,2
0.935483871,0.888888889,1,1,0.192914451,2016,0.266963293,1,0.726601192,815000,0.4,0.184210526,29,8,1,4,1236,2
0.612903226,0.888888889,1,1,0.381682142,2014,0.605116796,0.25,0.741800481,215000,0.4,0.236842105,19,8,1,1,375,2
0.322580645,0.222222222,1,2,0.149373479,2015,0.374860957,1,0.651773375,502000,0.4,0.210526316,10,2,1,4,843,2
0.032258065,0.777777778,0,3,0.007752637,2014,0.320726733,0.25,0.718819507,800000,0.4,0.236842105,1,7,0,1,1223,2
0.64516129,0.888888889,0,1,0.563959254,2019,0,1,0.672291959,159000,0.4,0.105263158,20,8,0,4,36,2
0.290322581,0.222222222,0,1,0.120346164,2017,0.441972562,1,0.726879568,565000,0.4,0.157894737,9,2,0,4,906,2
0.612903226,0.222222222,1,1,0.355269089,2017,0.625509826,1,0.697140325,280000,0.4,0.157894737,19,2,1,4,437,2
0.612903226,0.222222222,1,2,0.35671144,2017,0.530960326,1,0.711117437,524000,0.4,0.157894737,19,2,1,4,865,2
0.935483871,0.888888889,0,3,0.55404309,2013,0.276232851,1,0.753547701,450000,0.4,0.263157895,29,8,0,4,748,2
0.903225806,0.222222222,1,2,0.268277292,2018,0.748980349,0.25,0.753547701,315000,0.4,0.131578947,28,2,1,1,559,2
0.935483871,0.888888889,0,3,0.55404309,2013,0.276232851,1,0.753547701,450000,0.4,0.263157895,29,8,0,4,748,2
0.322580645,0.777777778,1,2,0.692689083,2021,0.449017427,1,0.593446312,1120000,0.4,0.052631579,10,7,1,4,136,2
0.322580645,0.888888889,1,2,0.537456053,2018,0.367816092,1,0.708887437,750000,0.4,0.131578947,10,8,1,4,1158,2
0.612903226,0.222222222,1,1,0.610655368,2021,0.516499815,1,0.664227711,635000,0.4,0.052631579,19,2,1,4,1016,2
0.419354839,0.777777778,1,1,0.53403047,2018,0.371523915,0.25,0.715997262,1110000,0.4,0.131578947,13,7,1,1,132,2
0.322580645,0.222222222,1,1,0.139277022,2016,0.438264739,1,0.732219736,450000,0.4,0.184210526,10,2,1,4,748,2
0.935483871,0.888888889,1,1,0.198593708,2013,0.612161661,0.25,0.718819507,260000,0.4,0.263157895,29,8,1,1,416,2
0.612903226,0.222222222,1,1,0.937347877,2013,0.567296997,1,0.734285548,346000,0.4,0.263157895,19,2,1,4,590,2
0.419354839,0.777777778,0,1,0.816641125,2019,0.26028921,1,0.703281225,1475000,0.4,0.105263158,13,7,0,4,241,2
0.612903226,0.222222222,1,1,0.674659695,2021,0.89432703,0,0.711679281,479000,0.4,0.052631579,19,2,1,0,776,2
0.838709677,0.222222222,0,1,0.489137294,2017,0.628846867,1,0.625521985,300000,0.4,0.157894737,26,2,0,4,544,2
0.903225806,0.222222222,1,1,0.786081313,2022,0.449017427,0,0.666400597,740000,0.4,0.026315789,28,2,1,0,1148,2
0.612903226,0.222222222,1,2,0.569638511,2018,0.553207267,1,0.682763081,450000,0.4,0.131578947,19,2,1,4,748,2
0.322580645,0.222222222,1,2,0.148652303,2014,0.423433445,1,0.692774183,403000,0.4,0.236842105,10,2,1,4,701,2
0.64516129,0.888888889,0,1,0.423330028,2011,0.284019281,1,0.732082778,750000,0.4,0.315789474,20,8,0,4,1158,2
0.580645161,0.777777778,1,1,0.342738664,2015,0.330737857,0.25,0.682763081,800000,0.4,0.210526316,18,7,1,1,1223,2
0.935483871,0.888888889,0,1,0.189488867,2015,0.44790508,1,0.727423076,1425000,0.4,0.210526316,29,8,0,4,228,2
0.935483871,0.888888889,0,1,0.189488867,2015,0.44790508,1,0.718819507,1425000,0.4,0.210526316,29,8,0,4,228,2
0.290322581,0.888888889,1,1,0.114847201,2016,0.382647386,1,0.708887437,660000,0.4,0.184210526,9,8,1,4,1041,2
0.612903226,0.222222222,1,1,0.390696836,2009,0.438264739,1,0.708887437,150000,0.4,0.368421053,19,2,1,4,31,2
0.612903226,0.444444444,1,1,0.690886144,2021,0.449017427,0,0.682763081,1100000,0.4,0.052631579,19,4,1,0,127,2
0.612903226,0.222222222,1,4,0.359145407,2015,0.761586948,0.25,0.727423076,220000,0.4,0.210526316,19,2,1,1,379,2
0.322580645,0.222222222,1,1,0.695213198,2021,0.449017427,0,0.72038982,676000,0.4,0.052631579,10,2,1,0,1057,2
0.64516129,0.888888889,0,1,0.415216803,2013,0.264367816,0.25,0.721523303,1125000,0.4,0.263157895,20,8,0,1,139,2
0.290322581,0.777777778,1,1,0.510502118,2017,0.386355209,1,0.731693519,686000,0.4,0.157894737,9,7,1,4,1067,2
0.612903226,0.222222222,1,2,0.358694672,2016,0.916203189,0,0.708887437,260000,0.4,0.184210526,19,2,1,0,416,2
0.322580645,0.888888889,1,1,0.159560083,2017,0.368186874,1,0.734711309,798000,0.4,0.157894737,10,8,1,4,1200,2
0.870967742,0.888888889,0,2,0.287027855,2014,0.267704857,1,0.74794144,275000,0.4,0.236842105,27,8,0,4,432,2
0.935483871,0.888888889,1,2,0.19706121,2011,0.390063033,1,0.718045385,250000,0.4,0.315789474,29,8,1,4,406,2
0.290322581,0.777777778,0,1,0.118182638,2016,0.245457916,1,0.659782521,1450000,0.4,0.184210526,9,7,0,4,234,2
0.612903226,0.777777778,1,1,0.387181105,2018,0.638487208,0.25,0.71519897,787000,0.4,0.131578947,19,7,1,1,1190,2
0.903225806,0.888888889,1,1,0.511223294,2017,0.490174268,1,0.693155027,485000,0.4,0.157894737,28,8,1,4,782,2
0.935483871,0.777777778,0,1,0.686288651,2016,0.295142751,0.25,0.765740832,1715000,0.4,0.184210526,29,7,0,1,306,2
0.032258065,0.888888889,0,2,0.00117191,2015,0.371894698,0.25,0.688315542,1200000,0.4,0.210526316,1,8,0,1,161,2
0.322580645,0.222222222,1,1,0.137744524,2016,0.664441973,1,0.712561672,425000,0.4,0.184210526,10,2,1,4,724,2
0.612903226,0.888888889,1,1,0.694492022,2021,0.568409344,1,0.631390792,700000,0.4,0.052631579,19,8,1,4,1109,2
0.64516129,0.777777778,0,1,0.648066348,2021,0.038932147,0.25,0.67945824,245000,0.4,0.052631579,20,7,0,1,401,2
0.225806452,0.222222222,1,1,0.684125124,2021,0.423433445,1,0.681257281,711000,0.4,0.052631579,7,2,1,4,1120,2
0.612903226,0.222222222,1,1,0.933651853,2018,0.449017427,0,0.746068221,423000,0.4,0.131578947,19,2,1,0,722,2
0.935483871,0.444444444,1,1,0.658974128,2017,0.244716352,0.25,0.744944094,1500000,0.4,0.157894737,29,4,1,1,251,2
0.322580645,0.222222222,1,2,0.140899666,2010,0.492398962,1,0.748661956,140000,0.4,0.342105263,10,2,1,4,25,2
0.967741935,0.222222222,0,2,0.174524475,2018,0.375602521,1,0.718819507,715000,0.4,0.131578947,30,2,0,4,1124,2
1,0.777777778,0,2,0.559271613,2015,0.149054505,0.25,0.73849559,1075000,0.4,0.210526316,31,7,0,1,114,2
0.741935484,0.777777778,1,1,0.732443884,2022,0.432703003,1,0.61171268,837000,0.4,0.026315789,23,7,1,4,1255,2
0.580645161,0.777777778,0,2,0.727575949,2022,0.449017427,0.25,0.674159627,1650000,0.4,0.026315789,18,7,0,1,292,2
0.741935484,0.777777778,1,1,0.732714324,2022,0.479050797,1,0.606547287,894000,0.4,0.026315789,23,7,1,4,1301,2
0.903225806,0.777777778,1,1,0.493464347,2019,0.390063033,0.25,0.715997262,950000,0.4,0.105263158,28,7,1,1,1349,2
0.612903226,0.222222222,1,1,0.611286397,2019,0.753058954,0.25,0.67774,650000,0.4,0.105263158,19,2,1,1,1031,2
0.612903226,0.777777778,1,1,0.385017579,2017,0.614386355,0.25,0.702098977,595000,0.4,0.157894737,19,7,1,1,936,2
0.290322581,0.888888889,1,1,0.115568376,2014,0.668149796,0.25,0.753547701,499000,0.4,0.236842105,9,8,1,1,796,2
0.612903226,0.888888889,1,2,0.380329938,2010,0.386355209,1,0.718819507,150000,0.4,0.342105263,19,8,1,4,31,2
0.612903226,0.222222222,1,1,0.933201118,2018,0.673340749,1,0.637185714,459000,0.4,0.131578947,19,2,1,4,757,2
0.612903226,0.222222222,1,1,0.930947444,2017,0.641824249,1,0.675064469,332000,0.4,0.157894737,19,2,1,4,576,2
0.419354839,0.777777778,0,1,0.594609213,2018,0.330737857,1,0.658389231,1550000,0.4,0.131578947,13,7,0,4,263,2
0.612903226,0.222222222,1,1,0.646083115,2019,0.542083797,1,0.623650576,427000,0.4,0.105263158,19,2,1,4,726,2
0.322580645,0.222222222,1,1,0.14107996,2011,0.492398962,1,0.721569183,183000,0.4,0.315789474,10,2,1,4,54,2
0.290322581,0.888888889,0,1,0.11457676,2014,0.404894327,1,0.709952434,571000,0.4,0.236842105,9,8,0,4,912,2
0.903225806,0.777777778,1,1,0.804381141,2021,0.482387838,1,0.619723499,806000,0.4,0.052631579,28,7,1,4,1228,2
0.064516129,0.888888889,0,1,0.764265753,2015,0.492769744,0.25,0.737813771,1700000,0.4,0.210526316,2,8,0,1,302,2
0.322580645,0.888888889,1,1,0.520869016,2018,0.48424175,1,0.681131847,525000,0.4,0.131578947,10,8,1,4,866,2
0.580645161,0.777777778,1,3,0.320742811,2016,0.410456062,1,0.735011973,250000,0.4,0.184210526,18,7,1,4,406,2
0.870967742,0.222222222,1,1,0.273235374,2011,0.340007416,1,0.735011973,120000,0.4,0.315789474,27,2,1,4,14,2
0.838709677,0.222222222,1,1,0.458667628,2018,0.670745273,1,0.664227711,265000,0.4,0.131578947,26,2,1,4,421,2
0.612903226,0.222222222,1,2,0.354007031,2014,0.866889136,0,0.694510139,249000,0.4,0.236842105,19,2,1,0,405,2
0.838709677,0.444444444,1,1,0.66834941,2021,0.479050797,1,0.677317208,558000,0.4,0.052631579,26,4,1,4,899,2
0.838709677,0.777777778,0,1,0.752636798,2022,0.413793103,1,0.593446312,1025000,0.4,0.026315789,26,7,0,4,88,2
0.741935484,0.777777778,1,1,0.73226359,2021,0.432703003,1,0.71087737,698000,0.4,0.052631579,23,7,1,4,1079,2
0.967741935,0.222222222,1,1,0.176507708,2011,0.367816092,1,0.715028357,275000,0.4,0.315789474,30,2,1,4,432,2
0.322580645,0.222222222,0,1,0.580456144,2018,0.382647386,1,0.647108601,675000,0.4,0.131578947,10,2,0,4,1056,2
0.612903226,0.222222222,1,1,0.35671144,2018,0.530960326,1,0.685494203,546000,0.4,0.131578947,19,2,1,4,887,2
0.612903226,0.777777778,1,1,0.386910664,2019,0.638487208,0.25,0.698416221,775000,0.4,0.105263158,19,7,1,1,1180,2
0.322580645,0.222222222,1,1,0.134949968,2015,0.519836856,1,0.67945824,245000,0.4,0.210526316,10,2,1,4,402,2
0.580645161,0.777777778,1,1,0.735508879,2016,0.330737857,0.25,0.708887437,1000000,0.4,0.184210526,18,7,1,1,68,2
0.032258065,0.777777778,0,3,0.009645723,2014,0.262513904,0.25,0.7364281,1300000,0.4,0.236842105,1,7,0,1,196,2
0.032258065,0.777777778,0,2,0.009645723,2013,0.262513904,0.25,0.7364281,1300000,0.4,0.263157895,1,7,0,1,196,2
0.322580645,0.222222222,1,1,0.512665645,2019,0.427141268,1,0.6958518,595000,0.4,0.105263158,10,2,1,4,936,2
0.612903226,0.222222222,1,1,0.35671144,2019,0.530960326,1,0.65522795,592000,0.4,0.105263158,19,2,1,4,933,2
0.580645161,0.777777778,1,1,0.325340305,2014,0.308490916,0.25,0.702098977,520000,0.4,0.236842105,18,7,1,1,861,2
0.612903226,0.222222222,1,1,0.930947444,2018,0.641824249,1,0.678263755,352000,0.4,0.131578947,19,2,1,4,596,2
0.612903226,0.222222222,0,1,0.533219147,2021,0.530960326,1,0.67774,890000,0.4,0.052631579,19,2,0,4,1298,2
0.612903226,0.222222222,1,1,0.637158568,2015,0.555061179,1,0.67683337,258000,0.4,0.210526316,19,2,1,4,413,2
0.322580645,0.888888889,0,1,0.484810241,2015,0.279569892,1,0.711000114,775000,0.4,0.210526316,10,8,0,4,1180,2
0.322580645,0.777777778,1,1,0.579194086,2019,0.32332221,1,0.679475193,1095000,0.4,0.105263158,10,7,1,4,124,2
0.612903226,0.222222222,0,2,0.545118543,2018,0.593993326,1,0.674385656,475000,0.4,0.131578947,19,2,0,4,772,2
0.290322581,0.888888889,0,1,0.109258091,2016,0.404894327,1,0.687422727,800000,0.4,0.184210526,9,8,0,4,1223,2
0.225806452,0.777777778,1,2,0.548814568,2019,0.590285502,0.25,0.652876481,738000,0.4,0.105263158,7,7,1,1,1146,2
0.322580645,0.777777778,1,1,0.691246732,2020,0.387096774,1,0.703281225,775000,0.4,0.078947368,10,7,1,4,1180,2
0.580645161,0.777777778,0,2,0.858829893,2021,0.449017427,1,0.617384864,1550000,0.4,0.052631579,18,7,0,4,263,2
0.322580645,0.888888889,0,1,0.13224556,2013,0.275120504,1,0.724118193,575000,0.4,0.263157895,10,8,0,4,916,2
0.290322581,0.888888889,0,1,0.670603083,2018,0.416017798,1,0.706703132,675000,0.4,0.131578947,9,8,0,4,1056,2
0.451612903,0.777777778,0,1,0.641395475,2020,0.338153504,1,0.672291959,1650000,0.4,0.078947368,14,7,0,4,292,2
0.612903226,0.222222222,1,1,0.35671144,2017,0.530960326,1,0.653419761,568000,0.4,0.157894737,19,2,1,4,909,2
0.612903226,0.222222222,1,1,0.35671144,2017,0.530960326,1,0.658009546,548000,0.4,0.157894737,19,2,1,4,889,2
0.322580645,0.777777778,1,1,0.949517714,2020,0.449017427,0.25,0.659782521,1150000,0.4,0.078947368,10,7,1,1,145,2
0.612903226,0.222222222,1,2,0.35671144,2016,0.530960326,1,0.640491293,503000,0.4,0.184210526,19,2,1,4,844,2
0.935483871,0.222222222,0,1,0.991436041,2023,0.449017427,1,0.596589649,119000,0.4,0,29,2,0,4,13,2
0.612903226,0.222222222,1,1,0.374560534,2014,0.553207267,1,0.705267558,379000,0.4,0.236842105,19,2,1,4,622,2
0.290322581,0.777777778,0,2,0.119264401,2013,0.149054505,1,0.728223472,925000,0.4,0.263157895,9,7,0,4,1334,2
0.612903226,0.222222222,1,1,0.350581448,2011,0.441972562,1,0.703940888,197000,0.4,0.315789474,19,2,1,4,65,2
0.580645161,0.777777778,1,1,0.58379158,2017,0.349276974,0.25,0.719733438,540000,0.4,0.157894737,18,7,1,1,881,2
0.322580645,0.888888889,1,1,0.5375462,2018,0.367816092,1,0.674159627,885000,0.4,0.131578947,10,8,1,4,1293,2
0.419354839,0.777777778,0,1,0.71369332,2020,0.256952169,1,0.727423076,1800000,0.4,0.078947368,13,7,0,4,328,2
0.612903226,0.888888889,0,2,0.360948346,2016,0.44642195,1,0.708887437,600000,0.4,0.184210526,19,8,0,4,982,2
0.580645161,0.777777778,1,1,0.755882088,2021,0.367816092,1,0.608895969,965000,0.4,0.052631579,18,7,1,4,1358,2
0.612903226,0.222222222,1,1,0.391688452,2011,0.438264739,1,0.713740622,208000,0.4,0.315789474,19,2,1,4,368,2
0.322580645,0.222222222,1,1,0.50455242,2018,0.438264739,1,0.643853931,528000,0.4,0.131578947,10,2,1,4,869,2
0.903225806,0.222222222,1,1,0.664473091,2021,0.482387838,1,0.676415233,555000,0.4,0.052631579,28,2,1,4,896,2
